ID de la réponse,Date de soumission,Dernière page,Langue de départ,Tête de série,Dans quel type d'établissement exercez-vous votre activité ?,Dans quel type d'établissement exercez-vous votre activité ? [Autre],Où réalisez-vous votre activité en lien avec les données de recherche ? [Laboratoire / unité / équipe de recherche],Où réalisez-vous votre activité en lien avec les données de recherche ? [Infrastructure de recherche],"Où réalisez-vous votre activité en lien avec les données de recherche ? [Service central d'appui (par exemple Direction de la recherche, DSI, SCD, …)]",Où réalisez-vous votre activité en lien avec les données de recherche ? [Service déconcentré d'appui (par exemple une cellule décentralisée d’une direction centrale dans une délégation ou un centre)],"Où réalisez-vous votre activité en lien avec les données de recherche ? [Direction de l'établissement (par exemple DGS, Vice-Président.e, Chargé.e de mission, …)]",Où réalisez-vous votre activité en lien avec les données de recherche ? [Autre],Sur quel domaine thématique réalisez-vous votre activité sur les données ?,Sur quel domaine thématique réalisez-vous votre activité sur les données ? [Autre],"Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Planification, plan de gestion de données]","Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Collecte, création, stockage]","Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Analyse, traitement, calcul]",Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Préparation du dépôt (structuration et description)],Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Dépôt],Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Ouverture ou partage (accès restreint)],Sur quelle(s) partie(s) du cycle de vie des données intervenez-vous ? [Réutilisation],Quelles sont les activités qu'implique votre travail sur les données ? [Superviser l’ensemble du cycle de vie],Quelles sont les activités qu'implique votre travail sur les données ? [Coordonner les activités de gestion et diffusion des données],Quelles sont les activités qu'implique votre travail sur les données ? [Garantir la qualité des données et leur conformité de diffusion par rapport aux cadres législatifs],Quelles sont les activités qu'implique votre travail sur les données ? [Décrire et mettre en œuvre le protocole d’obtention des données initiales – brutes],"Quelles sont les activités qu'implique votre travail sur les données ? [Nettoyer, affiner, convertir et décrire les données brutes (par des métadonnées scientifiques)]","Quelles sont les activités qu'implique votre travail sur les données ? [Structurer les données et les outils pour la collecte, le stockage et le traitement]","Quelles sont les activités qu'implique votre travail sur les données ? [Analyser, représenter, modéliser, prédire (statistiques, algorithmes, machine learning) ]","Quelles sont les activités qu'implique votre travail sur les données ? [Créer, structurer, décrire les jeux de données validés (ou aide à création, structuration, description)]","Quelles sont les activités qu'implique votre travail sur les données ? [Renseigner les métadonnées documentaires (contributeurs, établissements, licences, financeurs projets, …)]",Quelles sont les activités qu'implique votre travail sur les données ? [Choisir (ou aider au choix de) l’entrepôt],Quelles sont les activités qu'implique votre travail sur les données ? [Déposer les jeux de données],Quelles sont les activités qu'implique votre travail sur les données ? [Assurer la mise à jour des versions de jeux de données],Quelles sont les activités qu'implique votre travail sur les données ? [Publier en accès ouvert ou en partage restreint],Quelles sont les activités qu'implique votre travail sur les données ? [Accompagner la découverte des données],Quelles sont les activités qu'implique votre travail sur les données ? [Découvrir les données],Comment intervenez-vous sur ces activités ? [Garantir la qualité des données et leur conformité de diffusion par rapport aux cadres législatifs],Comment intervenez-vous sur ces activités ? [Décrire et mettre en œuvre le protocole d’obtention des données initiales – brutes],"Comment intervenez-vous sur ces activités ? [Nettoyer, affiner, convertir et décrire les données brutes (par des métadonnées scientifiques)]","Comment intervenez-vous sur ces activités ? [Structurer les données et les outils pour la collecte, le stockage et le traitement]","Comment intervenez-vous sur ces activités ? [Analyser, représenter, modéliser, prédire (statistiques, algorithmes, machine learning) ]","Comment intervenez-vous sur ces activités ? [Créer, structurer, décrire les jeux de données validés (ou aide à création, structuration, description)]","Comment intervenez-vous sur ces activités ? [Renseigner les métadonnées documentaires (contributeurs, établissements, licences, financeurs projets, …)]",Comment intervenez-vous sur ces activités ? [Choisir (ou aider au choix de) l’entrepôt],Comment intervenez-vous sur ces activités ? [Déposer les jeux de données],Comment intervenez-vous sur ces activités ? [Assurer la mise à jour des versions de jeux de données],Comment intervenez-vous sur ces activités ? [Publier en accès ouvert ou en partage restreint],Comment intervenez-vous sur ces activités ? [Accompagner la découverte des données],Comment intervenez-vous sur ces activités ? [Découvrir les données],Quel est le poids de chaque activité dans votre travail ? [Superviser l’ensemble du cycle de vie],Quel est le poids de chaque activité dans votre travail ? [Coordonner les activités de gestion et diffusion des données],Quel est le poids de chaque activité dans votre travail ? [Garantir la qualité des données et leur conformité de diffusion par rapport aux cadres législatifs],Quel est le poids de chaque activité dans votre travail ? [Décrire et mettre en œuvre le protocole d’obtention des données initiales – brutes],"Quel est le poids de chaque activité dans votre travail ? [Nettoyer, affiner, convertir et décrire les données brutes (par des métadonnées scientifiques)]","Quel est le poids de chaque activité dans votre travail ? [Structurer les données et les outils pour la collecte, le stockage et le traitement]","Quel est le poids de chaque activité dans votre travail ? [Analyser, représenter, modéliser, prédire (statistiques, algorithmes, machine learning) ]","Quel est le poids de chaque activité dans votre travail ? [Créer, structurer, décrire les jeux de données validés (ou aide à création, structuration, description)]","Quel est le poids de chaque activité dans votre travail ? [Renseigner les métadonnées documentaires (contributeurs, établissements, licences, financeurs projets, …)]",Quel est le poids de chaque activité dans votre travail ? [Choisir (ou aider au choix de) l’entrepôt],Quel est le poids de chaque activité dans votre travail ? [Déposer les jeux de données],Quel est le poids de chaque activité dans votre travail ? [Assurer la mise à jour des versions de jeux de données],Quel est le poids de chaque activité dans votre travail ? [Publier en accès ouvert ou en partage restreint],Quel est le poids de chaque activité dans votre travail ? [Accompagner la découverte des données],Quel est le poids de chaque activité dans votre travail ? [Découvrir les données],"Sur quels types de données travaillez-vous ? [Données de capteurs, données haut débit]",Sur quels types de données travaillez-vous ? [Données d'observation],Sur quels types de données travaillez-vous ? [Données expérimentales],"Sur quels types de données travaillez-vous ? [Données de modélisation, de simulation]","Sur quels types de données travaillez-vous ? [Données d'enquête, statistiques…]",Sur quels types de données travaillez-vous ? [Données du Web (réseaux sociaux…)],Sur quels types de données travaillez-vous ? [Texte (dont documents OCRisés)],Sur quels types de données travaillez-vous ? [Vidéo],Sur quels types de données travaillez-vous ? [Son],Sur quels types de données travaillez-vous ? [Image (dont archives numérisées)],Sur quels types de données travaillez-vous ? [Autre],Quel est votre niveau de diplôme ?,Quel est votre niveau de diplôme ? [Autre],Quel est le domaine de votre formation initiale ?,Quel est le domaine de votre formation initiale ? [Autre],Vous êtes-vous formé à la gestion et la diffusion des données de recherche ?  [Formation diplômante],Vous êtes-vous formé à la gestion et la diffusion des données de recherche ?  [Formation certifiante non diplômante],"Vous êtes-vous formé à la gestion et la diffusion des données de recherche ?  [Formation intra- ou inter-établissement (ANF, École thématique, Urfist, réseau métier…)]",Vous êtes-vous formé à la gestion et la diffusion des données de recherche ?  [Autoformation],"Quels postes, fonctions ou responsabilités significatifs avez-vous occupés dans l'enseignement supérieur et/ou la recherche, du plus récent au plus ancien ? [Intitulé du poste le plus récent]","Quels postes, fonctions ou responsabilités significatifs avez-vous occupés dans l'enseignement supérieur et/ou la recherche, du plus récent au plus ancien ? [Intitulé du poste précédent]...86","Quels postes, fonctions ou responsabilités significatifs avez-vous occupés dans l'enseignement supérieur et/ou la recherche, du plus récent au plus ancien ? [Intitulé du poste précédent]...87","Quels postes, fonctions ou responsabilités significatifs avez-vous occupés dans l'enseignement supérieur et/ou la recherche, du plus récent au plus ancien ? [Intitulé du poste précédent]...88","Quels postes, fonctions ou responsabilités significatifs avez-vous occupés dans l'enseignement supérieur et/ou la recherche, du plus récent au plus ancien ? [Intitulé du poste précédent]...89",Quelle est votre catégorie d'emploi actuel ?,Précisez votre catégorie...91,Précisez votre catégorie...92,Précisez votre branche d'activité.,Précisez votre branche d'activité. [Autre],"Dans le cadre de votre activité sur les données, sur quels réseaux ou communautés vous appuyez-vous ?",Sur quelles activités auriez-vous besoin d'une formation ? [Superviser l’ensemble du cycle de vie],Sur quelles activités auriez-vous besoin d'une formation ? [Coordonner les activités de gestion et diffusion des données],Sur quelles activités auriez-vous besoin d'une formation ? [Garantir la qualité des données et leur conformité de diffusion par rapport aux cadres législatifs],Sur quelles activités auriez-vous besoin d'une formation ? [Décrire et mettre en œuvre le protocole d’obtention des données initiales – brutes],"Sur quelles activités auriez-vous besoin d'une formation ? [Nettoyer, affiner, convertir et décrire les données brutes (par des métadonnées scientifiques)]","Sur quelles activités auriez-vous besoin d'une formation ? [Structurer les données et les outils pour la collecte, le stockage et le traitement]","Sur quelles activités auriez-vous besoin d'une formation ? [Analyser, représenter, modéliser, prédire (statistiques, algorithmes, machine learning) ]","Sur quelles activités auriez-vous besoin d'une formation ? [Créer, structurer, décrire les jeux de données validés (ou aide à création, structuration, description)]","Sur quelles activités auriez-vous besoin d'une formation ? [Renseigner les métadonnées documentaires (contributeurs, établissements, licences, financeurs projets, …)]",Sur quelles activités auriez-vous besoin d'une formation ? [Choisir (ou aider au choix de) l’entrepôt],Sur quelles activités auriez-vous besoin d'une formation ? [Déposer les jeux de données],Sur quelles activités auriez-vous besoin d'une formation ? [Assurer la mise à jour des versions de jeux de données],Sur quelles activités auriez-vous besoin d'une formation ? [Publier en accès ouvert ou en partage restreint],"Sur quelles activités auriez-vous besoin d'une formation ? [Faire un état des lieux des données existantes, des vocabulaires, standards et infrastructures…]",Sur quelles activités auriez-vous besoin d'une formation ? [Autre],Sous quel intitulé présentez-vous votre poste actuel ?,Votre établissement/organisme a-t-il formalisé une organisation des activités ou des rôles sur les données à l'échelle de l'établissement ou de différentes structures ?,"Vous pouvez décrire ici les éléments relatifs à cette formalisation, fournir un lien ou indiquer toute autre information."
303,1980-01-01T00:00:00Z,4,fr,503113605,Organisme de recherche,,Oui,Non,Non,Non,Non,,Sciences humaines et sociales,,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Je coordonne,,,,,Je réalise,Je réalise,Je coordonne,,,,,,Très important,Important,Modéré,,,,,Très important,Important,Modéré,,,,,,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,,Bac+5,,Sciences humaines et sociales,,Non,Non,"Oui, à mon initiative","Oui, à mon initiative",Ingénieur d'études en traitement des données,Prestataire en numérisation et documentation,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Sciences humaines et sociales,,"Ateliers de la donnée, IR* Huma-Num, Consortium MASA puis MASAplus",Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,,Responsable de la plateforme de numérisation et interface chercheur/informaticien pour les projets de recherche,Oui,"Un axe stratégique de la structure intitulé ""Données de la recherche, de l'acquisition à l'archivage"" regroupe toute les actions et compétences sur les données (https://www.mom.fr/recherche-et-formation/axes-strategiques/donnees-de-la-recherche)."
307,1980-01-01T00:00:00Z,4,fr,1734935858,Autre,EPIC,Oui,Non,Non,Non,Non,,Sciences du système Terre et de l'univers,,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,,,Je réalise,Je réalise,Je réalise,,,,,,,,,,,,,Faible,Très important,Modéré,,,,,,,,,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,,Bac+8,,Sciences et technologies de l’information et de la communication,,Non,Non,"Oui, à mon initiative","Oui, à mon initiative",,,,,,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Maître de Conférences / Chargé(e) de recherche ou assimilé,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,Développeur scientifique,,
311,1980-01-01T00:00:00Z,4,fr,1951108466,Université,,Oui,Non,Non,Non,Non,,Sciences et technologies de l’information et de la communication,,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,,,,,Je réalise,,,,,,,,,,,,,,,Modéré,,,,,,,,,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,,Bac+8,,Sciences et technologies de l’information et de la communication,,Non,Non,Non,"Oui, à mon initiative",Prof. des universités,Maître de conférences,ATER,Doctorant,,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Professeur(e) / Directeur(trice) de Recherche ou assimilé,,,,aucun.e,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,aucune,Enseignant-chercheur (et hélas administrateur),,
313,1980-01-01T00:00:00Z,4,fr,982287104,Organisme de recherche,,Oui,Oui,Non,Non,Non,,"Environnement, agronomie, écologie",,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Je réalise,,Je réalise,Je réalise,Je coordonne,Je réalise,Je réalise,,Je réalise,,,,,,Modéré,Modéré,,Très important,Important,Important,Très important,Important,,Faible,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,,Bac+8,,Biologie et santé,,Non,Non,Non,"Oui, à mon initiative",Directeur de plateforme d'observation environnementale,Repsonsable technique de plateforme d'observation environnementale,Ingénieur d'étude en laboratoire,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Autre,Sciences du Vivant,"Infrastructure de Recherche ICOS, réseau SIST, réseau RTCE, réseau EcoInfo",Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,,Directeur de plateforme scientifique,Oui,"On commence à voir des actions menées par une de nos tutelles (AgroPariTech) mais très orientée vers les chercheurs, l'OpenScience étant très souvent tournée vers l'ouverture des publications et pas des données (HAL, etc...). 
Il n'y a pas à ma connaissance de formalisation claire ou en tout cas relayée par notre DU, sur les actions de mon établissement, le CNRS, et encore moins de ma seconde tutelle l'Univesité Paris-Saclay.
Mais un des problèmes principaux réside sur le manque de gestionnaire de données dans notre unité et ailleurs. Nous n'avons même pas de gestionnaire de base de données. Pourtant, c'est important et primordial de mon point de vue à l'échelle d'une unité, les données restant toujours stockées à droite à gauche sur les PC, les disques durs, sans aucune documentation de la donnée, celle-ci étant très souvent dans la tête du producteur (chercheur, ingénieur, doctorant, ...)."
317,1980-01-01T00:00:00Z,4,fr,690160827,Organisme de recherche,,Oui,Oui,Non,Non,Non,,Sciences du système Terre et de l'univers,,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,,,Je coordonne,Je réalise,Je coordonne,Je réalise,,,,,,,,,,,,Faible,Modéré,Faible,Faible,,,,,,,,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,,Bac+5,,Autre,Physique,Non,Non,"Oui, à mon initiative","Oui, à mon initiative",Responsable plateforme,Ingénieur instrumentation,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Autre,Instrumentation,"IR Continuum, renater",Oui,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,,Responsable plateforme,Non,
318,1980-01-01T00:00:00Z,4,fr,1097436235,Organisme de recherche,,Oui,Non,Non,Non,Non,,Plusieurs/tous les domaines,,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Je réalise,Je réalise,,,,Je réalise,,,,,,,,,,Très important,Très important,,,,Modéré,,,,,,,,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,,Bac+8,,"Environnement, agronomie, écologie",,Non,Non,"Oui, à l'initiative de mon établissement",Non,Responsable d'une plateforme analytique-Responsable de laboratoire,chercheur associé,doctorant,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Autre,analyse,"OSUs, Régef principalement",Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,,Responsable de Plateforme Analytique,,
319,1980-01-01T00:00:00Z,4,fr,1706963379,Organisme de recherche,,Oui,Non,Non,Non,Non,,Biologie et santé,,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,,,,,Je réalise,,,,,,,,,,,,,,,Très important,,,,,,,,,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,,Bac+5,,Biologie et santé,,Non,Non,Non,Non,Responsable Biostatistique,,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,"Informatique, Statistiques et Calcul Scientifique",,Réseau Interdisciplinaire autour de la Statistique (RIS),Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,,Responsable Biostatistique,,
326,1980-01-01T00:00:00Z,4,fr,845266824,Organisme de recherche,,Oui,Non,Non,Non,Non,,"Environnement, agronomie, écologie",,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,,,Je réalise,Je réalise,Je réalise,,Je réalise,,Je réalise,Je réalise,Je réalise,Je réalise,Je réalise,,,,,Modéré,Modéré,Modéré,,Modéré,,Faible,Faible,Modéré,Modéré,Modéré,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,,Bac+3,,Sciences et technologies de l’information et de la communication,,Non,Non,Non,"Oui, à mon initiative",Techicien SIG,,,,,Personnel d'appui / soutien à la recherche,,Catégorie B,"Informatique, Statistiques et Calcul Scientifique",,,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,,technicien en service d'information géographique,Oui,
328,1980-01-01T00:00:00Z,4,en,1418103485,Organisme de recherche,,Oui,Oui,Non,Oui,Non,,"Environnement, agronomie, écologie",,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Je coordonne,Je réalise,Je réalise,,Je réalise,Je réalise,,,,,,Je coordonne,Je réalise,,,Important,,,,Très important,Important,,,,,,Modéré,Important,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,,Bac+8,,Sciences et technologies de l’information et de la communication,,"Oui, à mon initiative","Oui, à mon initiative",Non,"Oui, à mon initiative","AI Research Engineer:  milestones no data with quality ready for being used by AI algorithms , no open tools specified for the domain fusion nuclear, the framework for data science is limited.  No enough resources.","Lead Data scientist : open data, data integration, data quality.",Data scientist : no quality data and data monitoring from collection phase.,"Lecturer Research Assistant:  No open data for research, facing some difficulties teaching certain subjects in DM  and big data and cloud technologies because of resources. Hard to get financed a project related to data.",,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Maître de Conférences / Chargé(e) de recherche ou assimilé,,,,,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,,Data scientist,,
329,1980-01-01T00:00:00Z,4,fr,573522827,Organisme de recherche,,Oui,Non,Non,Non,Non,,Physique nucléaire et des hautes énergies,,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Je réalise,,,Je réalise,,,,,,,,,,,Modéré,Modéré,,,Modéré,,,,,,,,,,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,,Bac,,"Droit, économie, gestion",,Non,Non,Non,Non,gestionnaire RH,,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Sciences humaines et sociales,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,gestionnaire RH,,
332,1980-01-01T00:00:00Z,4,fr,887851339,Autre,Agence de financement de la recherche,Non,Non,Non,Non,Oui,,Plusieurs/tous les domaines,,Non,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Je réalise,,,,Je coordonne,,,,,,Je coordonne,,,,Important,Faible,,,,Modéré,,,,,,Important,,,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,exports de bases de données,Bac+8,,Chimie et procédés,,Non,Non,Non,Non,Professeur Chargé de cours,Chercheur associé,Professeur Assistant,Post doctorant,Doctorant,Personnel d'appui / soutien à la recherche,,Catégorie A,Autre,"Responsable de pôle bilans, études , impact",réseau de mon établissement et données de la tutelle,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,"Responsable de Pôle Bilans, Etudes, Impact",Oui,Création d'un Direction de la Stratégie Numérique et des Données
334,1980-01-01T00:00:00Z,4,fr,36691049,Organisme de recherche,,Oui,Oui,Non,Non,Non,,Physique nucléaire et des hautes énergies,,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Je réalise,Je réalise,Je réalise,Je réalise,Je réalise,Je réalise,,,,,,Je réalise,Je réalise,,,Important,Modéré,Important,Important,Important,Important,,,,,,Important,Très important,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,,Bac+8,,Sciences et technologies de l’information et de la communication,,Non,Non,Non,"Oui, à mon initiative",Ingénieur chercheur,,,,,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Professeur(e) / Directeur(trice) de Recherche ou assimilé,,,,réseau de mon institut,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,Ingénieur de recherche radiofréquence,Non,
337,1980-01-01T00:00:00Z,4,fr,1291559433,Organisme de recherche,,Oui,Oui,Non,Non,Non,,"Environnement, agronomie, écologie",,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,,,,,,Je coordonne,Je coordonne,Je réalise,Je réalise,,Je réalise,Je réalise,Je coordonne,,Modéré,,,,,,Important,Important,Très important,Important,,Important,Important,Important,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,,Bac+4,,Autre,informatique,Non,Non,"Oui, à mon initiative","Oui, à l'initiative de mon établissement",Ingénieur - Administrateur système,Assistant ingénieur - Gestionnaire de parc,Assistant ingénieur - techniques industrielles (automatisme),technicien - techniques industrielles (électricité insdutrielle),,Personnel d'appui / soutien à la recherche,,Catégorie A,"Informatique, Statistiques et Calcul Scientifique",,"Réseau des référents donnée opérationnel, direction pour la science ouverte Dipso.",Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,,Ingénieur administrateur système,Oui,
338,1980-01-01T00:00:00Z,4,fr,1571095598,Organisme de recherche,,Oui,Non,Non,Non,Non,,Sciences humaines et sociales,,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,Je réalise,Je réalise,Je réalise,,,,,,,,,,,Modéré,,Important,Important,Important,,,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Relevés terrain,Bac+5,,Sciences humaines et sociales,,Non,Non,Non,"Oui, à mon initiative",Ingénieur d'études en Sciences de l'Information Géographique,Ingénieur d'études en Sciences de l'Information Géographique,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,Sciences humaines et sociales,,Huma-Num,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,,"Cartographe, spécialiste de l'information géographique",,
339,1980-01-01T00:00:00Z,4,fr,930314534,Organisme de recherche,,Oui,Non,Non,Non,Non,,Sciences humaines et sociales,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,,,Je réalise,,Je réalise,Je coordonne,Je réalise,Je réalise,Je coordonne,,Je réalise,,,,Faible,,,Faible,,Important,Important,Faible,Faible,Faible,,Faible,,,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,,Bac+5,,Sciences et technologies de l’information et de la communication,,Non,Non,"Oui, à mon initiative","Oui, à mon initiative",Responsable de ressources documentaires,Chargé de système d'information documentaire,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,"Information, Documentation, Médiation, Edition",,"IR* Huma-Num, Renatis, Medicis, RDA, Knowledge Exchange, RNMSH",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Pour chaque projet de recherche accompagné : les formats spécifiques utilisés,Ingénieur soutien données de la recherche,Oui,Feuille de route Science ouverte et plan données
340,1980-01-01T00:00:00Z,4,fr,1921816081,Organisme de recherche,,Non,Non,Oui,Non,Non,,Plusieurs/tous les domaines,,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,Très important,Important,,,,,,,,,,,,,,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,,Bac+8,,Sciences et technologies de l’information et de la communication,,"Oui, à mon initiative","Oui, à mon initiative","Oui, à l'initiative de mon établissement","Oui, à l'initiative de mon établissement",Chief Data Officer,Chef du Service des Technologies de l'Information et de la Communication,,,,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Doctorant(e) / Post-doctorant(e),,,,CIGREF,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,,Chief Data Officer : en charge de la politique de gouvernance  de la data,,
342,1980-01-01T00:00:00Z,4,fr,1356623020,Ecole,,Non,Non,Oui,Non,Non,,Autre,Sciences et Technologies,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Je coordonne,Je réalise,Je coordonne,Je réalise,,,Je réalise,,Je réalise,Je réalise,Je réalise,Je réalise,,,Modéré,Très important,Modéré,Modéré,Important,,,Très important,,Très important,Très important,Très important,Très important,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,,Bac+5,,Sciences et technologies de l’information et de la communication,,Non,"Oui, à mon initiative","Oui, à mon initiative","Oui, à mon initiative",Chargé de mission science ouverte,Chargé de mission science ouverte,,,,Personnel d'appui / soutien à la recherche,,Catégorie A,"Information, Documentation, Médiation, Edition",,"GTAO Couperin, réseau des ateliers de la donnée",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,,Chargé de Mission Science Ouverte - Ambassadeur des données de la recherche (data steward),Oui,"- equipe de 4 personnes chargées de l'accompagnement/ formation des EC à la gestion des données
- Entrepôt institutionnel sur Recherche Data Gouv"
344,1980-01-01T00:00:00Z,4,fr,1741578751,Organisme de recherche,,Oui,Non,Non,Non,Non,,Sciences du système Terre et de l'univers,,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,,,,,,,,,,,Je réalise,,,,,,,,,,,,,,,Faible,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Données pétro-géochimiques,Bac+8,,Sciences du système Terre et de l'univers,,Non,Non,Non,Non,"DR CNRS, DUA Labo",CR CNRS,,,,Chercheur / Enseignant-chercheur (y compris doctorant et contractuel),Professeur(e) / Directeur(trice) de Recherche ou assimilé,,,,aucun,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"Aucun, ce n'est pas mon métier que de stocker des données, encore moins de répondre à vos injonctions de le faire",DR CNRS,Oui,Des dizaines d'emails pour suivre tout un tas de formation
